year,round,raceName,date,circuitName,country,location,lat,lng
1981,15,Caesars Palace Grand Prix,1981-10-17,Las Vegas Street Circuit,USA,Nevada,36.1162,-115.174
1982,1,South African Grand Prix,1982-01-23,Kyalami,South Africa,Midrand,-25.9894,28.0767
1982,2,Brazilian Grand Prix,1982-03-21,Autódromo Internacional Nelson Piquet,Brazil,Rio de Janeiro,-22.9756,-43.395
1982,3,United States Grand Prix West,1982-04-04,Long Beach,USA,California,33.7651,-118.189
1982,4,San Marino Grand Prix,1982-04-25,Autodromo Enzo e Dino Ferrari,Italy,Imola,44.3439,11.7167
1982,5,Belgian Grand Prix,1982-05-09,Zolder,Belgium,Heusden-Zolder,50.9894,5.25694
1982,6,Monaco Grand Prix,1982-05-23,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1982,7,Detroit Grand Prix,1982-06-06,Detroit Street Circuit,USA,Detroit,42.3298,-83.0401
1982,8,Canadian Grand Prix,1982-06-13,Circuit Gilles Villeneuve,Canada,Montreal,45.5,-73.5228
1982,9,Dutch Grand Prix,1982-07-03,Circuit Park Zandvoort,Netherlands,Zandvoort,52.3888,4.54092
1982,10,British Grand Prix,1982-07-18,Brands Hatch,UK,Kent,51.3569,0.263056
1982,11,French Grand Prix,1982-07-25,Circuit Paul Ricard,France,Le Castellet,43.2506,5.79167
1982,12,German Grand Prix,1982-08-08,Hockenheimring,Germany,Hockenheim,49.3278,8.56583
1982,13,Austrian Grand Prix,1982-08-15,Red Bull Ring,Austria,Spielberg,47.2197,14.7647
1982,14,Swiss Grand Prix,1982-08-29,Dijon-Prenois,France,Dijon,47.3625,4.89913
1982,15,Italian Grand Prix,1982-09-12,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1982,16,Caesars Palace Grand Prix,1982-09-25,Las Vegas Street Circuit,USA,Nevada,36.1162,-115.174
1983,1,Brazilian Grand Prix,1983-03-13,Autódromo Internacional Nelson Piquet,Brazil,Rio de Janeiro,-22.9756,-43.395
1983,2,United States Grand Prix West,1983-03-27,Long Beach,USA,California,33.7651,-118.189
1983,3,French Grand Prix,1983-04-17,Circuit Paul Ricard,France,Le Castellet,43.2506,5.79167
1983,4,San Marino Grand Prix,1983-05-01,Autodromo Enzo e Dino Ferrari,Italy,Imola,44.3439,11.7167
1983,5,Monaco Grand Prix,1983-05-15,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1983,6,Belgian Grand Prix,1983-05-22,Circuit de Spa-Francorchamps,Belgium,Spa,50.4372,5.97139
1983,7,Detroit Grand Prix,1983-06-05,Detroit Street Circuit,USA,Detroit,42.3298,-83.0401
1983,8,Canadian Grand Prix,1983-06-12,Circuit Gilles Villeneuve,Canada,Montreal,45.5,-73.5228
1983,9,British Grand Prix,1983-07-16,Silverstone Circuit,UK,Silverstone,52.0786,-1.01694
1983,10,German Grand Prix,1983-08-07,Hockenheimring,Germany,Hockenheim,49.3278,8.56583
1983,11,Austrian Grand Prix,1983-08-14,Red Bull Ring,Austria,Spielberg,47.2197,14.7647
1983,12,Dutch Grand Prix,1983-08-28,Circuit Park Zandvoort,Netherlands,Zandvoort,52.3888,4.54092
1983,13,Italian Grand Prix,1983-09-11,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1983,14,European Grand Prix,1983-09-25,Brands Hatch,UK,Kent,51.3569,0.263056
1983,15,South African Grand Prix,1983-10-15,Kyalami,South Africa,Midrand,-25.9894,28.0767
1984,1,Brazilian Grand Prix,1984-03-25,Autódromo Internacional Nelson Piquet,Brazil,Rio de Janeiro,-22.9756,-43.395
1984,2,South African Grand Prix,1984-04-07,Kyalami,South Africa,Midrand,-25.9894,28.0767
1984,3,Belgian Grand Prix,1984-04-29,Zolder,Belgium,Heusden-Zolder,50.9894,5.25694
1984,4,San Marino Grand Prix,1984-05-06,Autodromo Enzo e Dino Ferrari,Italy,Imola,44.3439,11.7167
1984,5,French Grand Prix,1984-05-20,Dijon-Prenois,France,Dijon,47.3625,4.89913
1984,6,Monaco Grand Prix,1984-06-03,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1984,7,Canadian Grand Prix,1984-06-17,Circuit Gilles Villeneuve,Canada,Montreal,45.5,-73.5228
1984,8,Detroit Grand Prix,1984-06-24,Detroit Street Circuit,USA,Detroit,42.3298,-83.0401
1984,9,Dallas Grand Prix,1984-07-08,Fair Park,USA,Dallas,32.7774,-96.7587
1984,10,British Grand Prix,1984-07-22,Brands Hatch,UK,Kent,51.3569,0.263056
1984,11,German Grand Prix,1984-08-05,Hockenheimring,Germany,Hockenheim,49.3278,8.56583
1984,12,Austrian Grand Prix,1984-08-19,Red Bull Ring,Austria,Spielberg,47.2197,14.7647
1984,13,Dutch Grand Prix,1984-08-26,Circuit Park Zandvoort,Netherlands,Zandvoort,52.3888,4.54092
1984,14,Italian Grand Prix,1984-09-09,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1984,15,European Grand Prix,1984-10-07,Nürburgring,Germany,Nürburg,50.3356,6.9475
1984,16,Portuguese Grand Prix,1984-10-21,Autódromo do Estoril,Portugal,Estoril,38.7506,-9.39417
1985,1,Brazilian Grand Prix,1985-04-07,Autódromo Internacional Nelson Piquet,Brazil,Rio de Janeiro,-22.9756,-43.395
1985,2,Portuguese Grand Prix,1985-04-21,Autódromo do Estoril,Portugal,Estoril,38.7506,-9.39417
1985,3,San Marino Grand Prix,1985-05-05,Autodromo Enzo e Dino Ferrari,Italy,Imola,44.3439,11.7167
1985,4,Monaco Grand Prix,1985-05-19,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1985,5,Canadian Grand Prix,1985-06-16,Circuit Gilles Villeneuve,Canada,Montreal,45.5,-73.5228
1985,6,Detroit Grand Prix,1985-06-23,Detroit Street Circuit,USA,Detroit,42.3298,-83.0401
1985,7,French Grand Prix,1985-07-07,Circuit Paul Ricard,France,Le Castellet,43.2506,5.79167
1985,8,British Grand Prix,1985-07-21,Silverstone Circuit,UK,Silverstone,52.0786,-1.01694
1985,9,German Grand Prix,1985-08-04,Nürburgring,Germany,Nürburg,50.3356,6.9475
1985,10,Austrian Grand Prix,1985-08-18,Red Bull Ring,Austria,Spielberg,47.2197,14.7647
1985,11,Dutch Grand Prix,1985-08-25,Circuit Park Zandvoort,Netherlands,Zandvoort,52.3888,4.54092
1985,12,Italian Grand Prix,1985-09-08,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1985,13,Belgian Grand Prix,1985-09-15,Circuit de Spa-Francorchamps,Belgium,Spa,50.4372,5.97139
1985,14,European Grand Prix,1985-10-06,Brands Hatch,UK,Kent,51.3569,0.263056
1985,15,South African Grand Prix,1985-10-19,Kyalami,South Africa,Midrand,-25.9894,28.0767
1985,16,Australian Grand Prix,1985-11-03,Adelaide Street Circuit,Australia,Adelaide,-34.9272,138.617
1986,1,Brazilian Grand Prix,1986-03-23,Autódromo Internacional Nelson Piquet,Brazil,Rio de Janeiro,-22.9756,-43.395
1986,2,Spanish Grand Prix,1986-04-13,Circuito de Jerez,Spain,Jerez de la Frontera,36.7083,-6.03417
1986,3,San Marino Grand Prix,1986-04-27,Autodromo Enzo e Dino Ferrari,Italy,Imola,44.3439,11.7167
1986,4,Monaco Grand Prix,1986-05-11,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1986,5,Belgian Grand Prix,1986-05-25,Circuit de Spa-Francorchamps,Belgium,Spa,50.4372,5.97139
1986,6,Canadian Grand Prix,1986-06-15,Circuit Gilles Villeneuve,Canada,Montreal,45.5,-73.5228
1986,7,Detroit Grand Prix,1986-06-22,Detroit Street Circuit,USA,Detroit,42.3298,-83.0401
1986,8,French Grand Prix,1986-07-06,Circuit Paul Ricard,France,Le Castellet,43.2506,5.79167
1986,9,British Grand Prix,1986-07-13,Brands Hatch,UK,Kent,51.3569,0.263056
1986,10,German Grand Prix,1986-07-27,Hockenheimring,Germany,Hockenheim,49.3278,8.56583
1986,11,Hungarian Grand Prix,1986-08-10,Hungaroring,Hungary,Budapest,47.5789,19.2486
1986,12,Austrian Grand Prix,1986-08-17,Red Bull Ring,Austria,Spielberg,47.2197,14.7647
1986,13,Italian Grand Prix,1986-09-07,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1986,14,Portuguese Grand Prix,1986-09-21,Autódromo do Estoril,Portugal,Estoril,38.7506,-9.39417
1986,15,Mexican Grand Prix,1986-10-12,Autódromo Hermanos Rodríguez,Mexico,Mexico City,19.4042,-99.0907
1986,16,Australian Grand Prix,1986-10-26,Adelaide Street Circuit,Australia,Adelaide,-34.9272,138.617
1987,1,Brazilian Grand Prix,1987-04-12,Autódromo Internacional Nelson Piquet,Brazil,Rio de Janeiro,-22.9756,-43.395
1987,2,San Marino Grand Prix,1987-05-03,Autodromo Enzo e Dino Ferrari,Italy,Imola,44.3439,11.7167
1987,3,Belgian Grand Prix,1987-05-17,Circuit de Spa-Francorchamps,Belgium,Spa,50.4372,5.97139
1987,4,Monaco Grand Prix,1987-05-31,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1987,5,Detroit Grand Prix,1987-06-21,Detroit Street Circuit,USA,Detroit,42.3298,-83.0401
1987,6,French Grand Prix,1987-07-05,Circuit Paul Ricard,France,Le Castellet,43.2506,5.79167
1987,7,British Grand Prix,1987-07-12,Silverstone Circuit,UK,Silverstone,52.0786,-1.01694
1987,8,German Grand Prix,1987-07-26,Hockenheimring,Germany,Hockenheim,49.3278,8.56583
1987,9,Hungarian Grand Prix,1987-08-09,Hungaroring,Hungary,Budapest,47.5789,19.2486
1987,10,Austrian Grand Prix,1987-08-16,Red Bull Ring,Austria,Spielberg,47.2197,14.7647
1987,11,Italian Grand Prix,1987-09-06,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1987,12,Portuguese Grand Prix,1987-09-20,Autódromo do Estoril,Portugal,Estoril,38.7506,-9.39417
1987,13,Spanish Grand Prix,1987-09-27,Circuito de Jerez,Spain,Jerez de la Frontera,36.7083,-6.03417
1987,14,Mexican Grand Prix,1987-10-18,Autódromo Hermanos Rodríguez,Mexico,Mexico City,19.4042,-99.0907
1987,15,Japanese Grand Prix,1987-11-01,Suzuka Circuit,Japan,Suzuka,34.8431,136.541
1987,16,Australian Grand Prix,1987-11-15,Adelaide Street Circuit,Australia,Adelaide,-34.9272,138.617
1988,1,Brazilian Grand Prix,1988-04-03,Autódromo Internacional Nelson Piquet,Brazil,Rio de Janeiro,-22.9756,-43.395
1988,2,San Marino Grand Prix,1988-05-01,Autodromo Enzo e Dino Ferrari,Italy,Imola,44.3439,11.7167
1988,3,Monaco Grand Prix,1988-05-15,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1988,4,Mexican Grand Prix,1988-05-29,Autódromo Hermanos Rodríguez,Mexico,Mexico City,19.4042,-99.0907
1988,5,Canadian Grand Prix,1988-06-12,Circuit Gilles Villeneuve,Canada,Montreal,45.5,-73.5228
1988,6,Detroit Grand Prix,1988-06-19,Detroit Street Circuit,USA,Detroit,42.3298,-83.0401
1988,7,French Grand Prix,1988-07-03,Circuit Paul Ricard,France,Le Castellet,43.2506,5.79167
1988,8,British Grand Prix,1988-07-10,Silverstone Circuit,UK,Silverstone,52.0786,-1.01694
1988,9,German Grand Prix,1988-07-24,Hockenheimring,Germany,Hockenheim,49.3278,8.56583
1988,10,Hungarian Grand Prix,1988-08-07,Hungaroring,Hungary,Budapest,47.5789,19.2486
1988,11,Belgian Grand Prix,1988-08-28,Circuit de Spa-Francorchamps,Belgium,Spa,50.4372,5.97139
1988,12,Italian Grand Prix,1988-09-11,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1988,13,Portuguese Grand Prix,1988-09-25,Autódromo do Estoril,Portugal,Estoril,38.7506,-9.39417
1988,14,Spanish Grand Prix,1988-10-02,Circuito de Jerez,Spain,Jerez de la Frontera,36.7083,-6.03417
1988,15,Japanese Grand Prix,1988-10-30,Suzuka Circuit,Japan,Suzuka,34.8431,136.541
1988,16,Australian Grand Prix,1988-11-13,Adelaide Street Circuit,Australia,Adelaide,-34.9272,138.617
1989,1,Brazilian Grand Prix,1989-03-26,Autódromo Internacional Nelson Piquet,Brazil,Rio de Janeiro,-22.9756,-43.395
1989,2,San Marino Grand Prix,1989-04-23,Autodromo Enzo e Dino Ferrari,Italy,Imola,44.3439,11.7167
1989,3,Monaco Grand Prix,1989-05-07,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1989,4,Mexican Grand Prix,1989-05-28,Autódromo Hermanos Rodríguez,Mexico,Mexico City,19.4042,-99.0907
1989,5,United States Grand Prix,1989-06-04,Phoenix street circuit,USA,Phoenix,33.4479,-112.075
1989,6,Canadian Grand Prix,1989-06-18,Circuit Gilles Villeneuve,Canada,Montreal,45.5,-73.5228
1989,7,French Grand Prix,1989-07-09,Circuit Paul Ricard,France,Le Castellet,43.2506,5.79167
1989,8,British Grand Prix,1989-07-16,Silverstone Circuit,UK,Silverstone,52.0786,-1.01694
1989,9,German Grand Prix,1989-07-30,Hockenheimring,Germany,Hockenheim,49.3278,8.56583
1989,10,Hungarian Grand Prix,1989-08-13,Hungaroring,Hungary,Budapest,47.5789,19.2486
1989,11,Belgian Grand Prix,1989-08-27,Circuit de Spa-Francorchamps,Belgium,Spa,50.4372,5.97139
1989,12,Italian Grand Prix,1989-09-10,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1989,13,Portuguese Grand Prix,1989-09-24,Autódromo do Estoril,Portugal,Estoril,38.7506,-9.39417
1989,14,Spanish Grand Prix,1989-10-01,Circuito de Jerez,Spain,Jerez de la Frontera,36.7083,-6.03417
1989,15,Japanese Grand Prix,1989-10-22,Suzuka Circuit,Japan,Suzuka,34.8431,136.541
1989,16,Australian Grand Prix,1989-11-05,Adelaide Street Circuit,Australia,Adelaide,-34.9272,138.617
1990,1,United States Grand Prix,1990-03-11,Phoenix street circuit,USA,Phoenix,33.4479,-112.075
1990,2,Brazilian Grand Prix,1990-03-25,Autódromo José Carlos Pace,Brazil,São Paulo,-23.7036,-46.6997
1990,3,San Marino Grand Prix,1990-05-13,Autodromo Enzo e Dino Ferrari,Italy,Imola,44.3439,11.7167
1990,4,Monaco Grand Prix,1990-05-27,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1990,5,Canadian Grand Prix,1990-06-10,Circuit Gilles Villeneuve,Canada,Montreal,45.5,-73.5228
1990,6,Mexican Grand Prix,1990-06-24,Autódromo Hermanos Rodríguez,Mexico,Mexico City,19.4042,-99.0907
1990,7,French Grand Prix,1990-07-08,Circuit Paul Ricard,France,Le Castellet,43.2506,5.79167
1990,8,British Grand Prix,1990-07-15,Silverstone Circuit,UK,Silverstone,52.0786,-1.01694
1990,9,German Grand Prix,1990-07-29,Hockenheimring,Germany,Hockenheim,49.3278,8.56583
1990,10,Hungarian Grand Prix,1990-08-12,Hungaroring,Hungary,Budapest,47.5789,19.2486
1990,11,Belgian Grand Prix,1990-08-26,Circuit de Spa-Francorchamps,Belgium,Spa,50.4372,5.97139
1990,12,Italian Grand Prix,1990-09-09,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1990,13,Portuguese Grand Prix,1990-09-23,Autódromo do Estoril,Portugal,Estoril,38.7506,-9.39417
1990,14,Spanish Grand Prix,1990-09-30,Circuito de Jerez,Spain,Jerez de la Frontera,36.7083,-6.03417
1990,15,Japanese Grand Prix,1990-10-21,Suzuka Circuit,Japan,Suzuka,34.8431,136.541
1990,16,Australian Grand Prix,1990-11-04,Adelaide Street Circuit,Australia,Adelaide,-34.9272,138.617
1991,1,United States Grand Prix,1991-03-10,Phoenix street circuit,USA,Phoenix,33.4479,-112.075
1991,2,Brazilian Grand Prix,1991-03-24,Autódromo José Carlos Pace,Brazil,São Paulo,-23.7036,-46.6997
1991,3,San Marino Grand Prix,1991-04-28,Autodromo Enzo e Dino Ferrari,Italy,Imola,44.3439,11.7167
1991,4,Monaco Grand Prix,1991-05-12,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1991,5,Canadian Grand Prix,1991-06-02,Circuit Gilles Villeneuve,Canada,Montreal,45.5,-73.5228
1991,6,Mexican Grand Prix,1991-06-16,Autódromo Hermanos Rodríguez,Mexico,Mexico City,19.4042,-99.0907
1991,7,French Grand Prix,1991-07-07,Circuit de Nevers Magny-Cours,France,Magny Cours,46.8642,3.16361
1991,8,British Grand Prix,1991-07-14,Silverstone Circuit,UK,Silverstone,52.0786,-1.01694
1991,9,German Grand Prix,1991-07-28,Hockenheimring,Germany,Hockenheim,49.3278,8.56583
1991,10,Hungarian Grand Prix,1991-08-11,Hungaroring,Hungary,Budapest,47.5789,19.2486
1991,11,Belgian Grand Prix,1991-08-25,Circuit de Spa-Francorchamps,Belgium,Spa,50.4372,5.97139
1991,12,Italian Grand Prix,1991-09-08,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1991,13,Portuguese Grand Prix,1991-09-22,Autódromo do Estoril,Portugal,Estoril,38.7506,-9.39417
1991,14,Spanish Grand Prix,1991-09-29,Circuit de Barcelona-Catalunya,Spain,Montmeló,41.57,2.26111
1991,15,Japanese Grand Prix,1991-10-20,Suzuka Circuit,Japan,Suzuka,34.8431,136.541
1991,16,Australian Grand Prix,1991-11-03,Adelaide Street Circuit,Australia,Adelaide,-34.9272,138.617
1992,1,South African Grand Prix,1992-03-01,Kyalami,South Africa,Midrand,-25.9894,28.0767
1992,2,Mexican Grand Prix,1992-03-22,Autódromo Hermanos Rodríguez,Mexico,Mexico City,19.4042,-99.0907
1992,3,Brazilian Grand Prix,1992-04-05,Autódromo José Carlos Pace,Brazil,São Paulo,-23.7036,-46.6997
1992,4,Spanish Grand Prix,1992-05-03,Circuit de Barcelona-Catalunya,Spain,Montmeló,41.57,2.26111
1992,5,San Marino Grand Prix,1992-05-17,Autodromo Enzo e Dino Ferrari,Italy,Imola,44.3439,11.7167
1992,6,Monaco Grand Prix,1992-05-31,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1992,7,Canadian Grand Prix,1992-06-14,Circuit Gilles Villeneuve,Canada,Montreal,45.5,-73.5228
1992,8,French Grand Prix,1992-07-05,Circuit de Nevers Magny-Cours,France,Magny Cours,46.8642,3.16361
1992,9,British Grand Prix,1992-07-12,Silverstone Circuit,UK,Silverstone,52.0786,-1.01694
1992,10,German Grand Prix,1992-07-26,Hockenheimring,Germany,Hockenheim,49.3278,8.56583
1992,11,Hungarian Grand Prix,1992-08-16,Hungaroring,Hungary,Budapest,47.5789,19.2486
1992,12,Belgian Grand Prix,1992-08-30,Circuit de Spa-Francorchamps,Belgium,Spa,50.4372,5.97139
1992,13,Italian Grand Prix,1992-09-13,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1992,14,Portuguese Grand Prix,1992-09-27,Autódromo do Estoril,Portugal,Estoril,38.7506,-9.39417
1992,15,Japanese Grand Prix,1992-10-25,Suzuka Circuit,Japan,Suzuka,34.8431,136.541
1992,16,Australian Grand Prix,1992-11-08,Adelaide Street Circuit,Australia,Adelaide,-34.9272,138.617
1993,1,South African Grand Prix,1993-03-14,Kyalami,South Africa,Midrand,-25.9894,28.0767
1993,2,Brazilian Grand Prix,1993-03-28,Autódromo José Carlos Pace,Brazil,São Paulo,-23.7036,-46.6997
1993,3,European Grand Prix,1993-04-11,Donington Park,UK,Castle Donington,52.8306,-1.37528
1993,4,San Marino Grand Prix,1993-04-25,Autodromo Enzo e Dino Ferrari,Italy,Imola,44.3439,11.7167
1993,5,Spanish Grand Prix,1993-05-09,Circuit de Barcelona-Catalunya,Spain,Montmeló,41.57,2.26111
1993,6,Monaco Grand Prix,1993-05-23,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1993,7,Canadian Grand Prix,1993-06-13,Circuit Gilles Villeneuve,Canada,Montreal,45.5,-73.5228
1993,8,French Grand Prix,1993-07-04,Circuit de Nevers Magny-Cours,France,Magny Cours,46.8642,3.16361
1993,9,British Grand Prix,1993-07-11,Silverstone Circuit,UK,Silverstone,52.0786,-1.01694
1993,10,German Grand Prix,1993-07-25,Hockenheimring,Germany,Hockenheim,49.3278,8.56583
1993,11,Hungarian Grand Prix,1993-08-15,Hungaroring,Hungary,Budapest,47.5789,19.2486
1993,12,Belgian Grand Prix,1993-08-29,Circuit de Spa-Francorchamps,Belgium,Spa,50.4372,5.97139
1993,13,Italian Grand Prix,1993-09-12,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1993,14,Portuguese Grand Prix,1993-09-26,Autódromo do Estoril,Portugal,Estoril,38.7506,-9.39417
1993,15,Japanese Grand Prix,1993-10-24,Suzuka Circuit,Japan,Suzuka,34.8431,136.541
1993,16,Australian Grand Prix,1993-11-07,Adelaide Street Circuit,Australia,Adelaide,-34.9272,138.617
1994,1,Brazilian Grand Prix,1994-03-27,Autódromo José Carlos Pace,Brazil,São Paulo,-23.7036,-46.6997
1994,2,Pacific Grand Prix,1994-04-17,Okayama International Circuit,Japan,Okayama,34.915,134.221
1994,3,San Marino Grand Prix,1994-05-01,Autodromo Enzo e Dino Ferrari,Italy,Imola,44.3439,11.7167
1994,4,Monaco Grand Prix,1994-05-15,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1994,5,Spanish Grand Prix,1994-05-29,Circuit de Barcelona-Catalunya,Spain,Montmeló,41.57,2.26111
1994,6,Canadian Grand Prix,1994-06-12,Circuit Gilles Villeneuve,Canada,Montreal,45.5,-73.5228
1994,7,French Grand Prix,1994-07-03,Circuit de Nevers Magny-Cours,France,Magny Cours,46.8642,3.16361
1994,8,British Grand Prix,1994-07-10,Silverstone Circuit,UK,Silverstone,52.0786,-1.01694
1994,9,German Grand Prix,1994-07-31,Hockenheimring,Germany,Hockenheim,49.3278,8.56583
1994,10,Hungarian Grand Prix,1994-08-14,Hungaroring,Hungary,Budapest,47.5789,19.2486
1994,11,Belgian Grand Prix,1994-08-28,Circuit de Spa-Francorchamps,Belgium,Spa,50.4372,5.97139
1994,12,Italian Grand Prix,1994-09-11,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1994,13,Portuguese Grand Prix,1994-09-25,Autódromo do Estoril,Portugal,Estoril,38.7506,-9.39417
1994,14,European Grand Prix,1994-10-16,Circuito de Jerez,Spain,Jerez de la Frontera,36.7083,-6.03417
1994,15,Japanese Grand Prix,1994-11-06,Suzuka Circuit,Japan,Suzuka,34.8431,136.541
1994,16,Australian Grand Prix,1994-11-13,Adelaide Street Circuit,Australia,Adelaide,-34.9272,138.617
1995,1,Brazilian Grand Prix,1995-03-26,Autódromo José Carlos Pace,Brazil,São Paulo,-23.7036,-46.6997
1995,2,Argentine Grand Prix,1995-04-09,Autódromo Juan y Oscar Gálvez,Argentina,Buenos Aires,-34.6943,-58.4593
1995,3,San Marino Grand Prix,1995-04-30,Autodromo Enzo e Dino Ferrari,Italy,Imola,44.3439,11.7167
1995,4,Spanish Grand Prix,1995-05-14,Circuit de Barcelona-Catalunya,Spain,Montmeló,41.57,2.26111
1995,5,Monaco Grand Prix,1995-05-28,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1995,6,Canadian Grand Prix,1995-06-11,Circuit Gilles Villeneuve,Canada,Montreal,45.5,-73.5228
1995,7,French Grand Prix,1995-07-02,Circuit de Nevers Magny-Cours,France,Magny Cours,46.8642,3.16361
1995,8,British Grand Prix,1995-07-16,Silverstone Circuit,UK,Silverstone,52.0786,-1.01694
1995,9,German Grand Prix,1995-07-30,Hockenheimring,Germany,Hockenheim,49.3278,8.56583
1995,10,Hungarian Grand Prix,1995-08-13,Hungaroring,Hungary,Budapest,47.5789,19.2486
1995,11,Belgian Grand Prix,1995-08-27,Circuit de Spa-Francorchamps,Belgium,Spa,50.4372,5.97139
1995,12,Italian Grand Prix,1995-09-10,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1995,13,Portuguese Grand Prix,1995-09-24,Autódromo do Estoril,Portugal,Estoril,38.7506,-9.39417
1995,14,European Grand Prix,1995-10-01,Nürburgring,Germany,Nürburg,50.3356,6.9475
1995,15,Pacific Grand Prix,1995-10-22,Okayama International Circuit,Japan,Okayama,34.915,134.221
1995,16,Japanese Grand Prix,1995-10-29,Suzuka Circuit,Japan,Suzuka,34.8431,136.541
1995,17,Australian Grand Prix,1995-11-12,Adelaide Street Circuit,Australia,Adelaide,-34.9272,138.617
1996,1,Australian Grand Prix,1996-03-10,Albert Park Grand Prix Circuit,Australia,Melbourne,-37.8497,144.968
1996,2,Brazilian Grand Prix,1996-03-31,Autódromo José Carlos Pace,Brazil,São Paulo,-23.7036,-46.6997
1996,3,Argentine Grand Prix,1996-04-07,Autódromo Juan y Oscar Gálvez,Argentina,Buenos Aires,-34.6943,-58.4593
1996,4,European Grand Prix,1996-04-28,Nürburgring,Germany,Nürburg,50.3356,6.9475
1996,5,San Marino Grand Prix,1996-05-05,Autodromo Enzo e Dino Ferrari,Italy,Imola,44.3439,11.7167
1996,6,Monaco Grand Prix,1996-05-19,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1996,7,Spanish Grand Prix,1996-06-02,Circuit de Barcelona-Catalunya,Spain,Montmeló,41.57,2.26111
1996,8,Canadian Grand Prix,1996-06-16,Circuit Gilles Villeneuve,Canada,Montreal,45.5,-73.5228
1996,9,French Grand Prix,1996-06-30,Circuit de Nevers Magny-Cours,France,Magny Cours,46.8642,3.16361
1996,10,British Grand Prix,1996-07-14,Silverstone Circuit,UK,Silverstone,52.0786,-1.01694
1996,11,German Grand Prix,1996-07-28,Hockenheimring,Germany,Hockenheim,49.3278,8.56583
1996,12,Hungarian Grand Prix,1996-08-11,Hungaroring,Hungary,Budapest,47.5789,19.2486
1996,13,Belgian Grand Prix,1996-08-25,Circuit de Spa-Francorchamps,Belgium,Spa,50.4372,5.97139
1996,14,Italian Grand Prix,1996-09-08,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1996,15,Portuguese Grand Prix,1996-09-22,Autódromo do Estoril,Portugal,Estoril,38.7506,-9.39417
1996,16,Japanese Grand Prix,1996-10-13,Suzuka Circuit,Japan,Suzuka,34.8431,136.541
1997,1,Australian Grand Prix,1997-03-09,Albert Park Grand Prix Circuit,Australia,Melbourne,-37.8497,144.968
1997,2,Brazilian Grand Prix,1997-03-30,Autódromo José Carlos Pace,Brazil,São Paulo,-23.7036,-46.6997
1997,3,Argentine Grand Prix,1997-04-13,Autódromo Juan y Oscar Gálvez,Argentina,Buenos Aires,-34.6943,-58.4593
1997,4,San Marino Grand Prix,1997-04-27,Autodromo Enzo e Dino Ferrari,Italy,Imola,44.3439,11.7167
1997,5,Monaco Grand Prix,1997-05-11,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1997,6,Spanish Grand Prix,1997-05-25,Circuit de Barcelona-Catalunya,Spain,Montmeló,41.57,2.26111
1997,7,Canadian Grand Prix,1997-06-15,Circuit Gilles Villeneuve,Canada,Montreal,45.5,-73.5228
1997,8,French Grand Prix,1997-06-29,Circuit de Nevers Magny-Cours,France,Magny Cours,46.8642,3.16361
1997,9,British Grand Prix,1997-07-13,Silverstone Circuit,UK,Silverstone,52.0786,-1.01694
1997,10,German Grand Prix,1997-07-27,Hockenheimring,Germany,Hockenheim,49.3278,8.56583
1997,11,Hungarian Grand Prix,1997-08-10,Hungaroring,Hungary,Budapest,47.5789,19.2486
1997,12,Belgian Grand Prix,1997-08-24,Circuit de Spa-Francorchamps,Belgium,Spa,50.4372,5.97139
1997,13,Italian Grand Prix,1997-09-07,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
