year,round,raceName,date,circuitName,country,location,lat,lng
1960,10,United States Grand Prix,1960-11-20,Riverside International Raceway,USA,California,33.937,-117.273
1961,1,Monaco Grand Prix,1961-05-14,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1961,2,Dutch Grand Prix,1961-05-22,Circuit Park Zandvoort,Netherlands,Zandvoort,52.3888,4.54092
1961,3,Belgian Grand Prix,1961-06-18,Circuit de Spa-Francorchamps,Belgium,Spa,50.4372,5.97139
1961,4,French Grand Prix,1961-07-02,Reims-Gueux,France,Reims,49.2542,3.93083
1961,5,British Grand Prix,1961-07-15,Aintree,UK,Liverpool,53.4769,-2.94056
1961,6,German Grand Prix,1961-08-06,Nürburgring,Germany,Nürburg,50.3356,6.9475
1961,7,Italian Grand Prix,1961-09-10,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1961,8,United States Grand Prix,1961-10-08,Watkins Glen,USA,New York State,42.3369,-76.9272
1962,1,Dutch Grand Prix,1962-05-20,Circuit Park Zandvoort,Netherlands,Zandvoort,52.3888,4.54092
1962,2,Monaco Grand Prix,1962-06-03,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1962,3,Belgian Grand Prix,1962-06-17,Circuit de Spa-Francorchamps,Belgium,Spa,50.4372,5.97139
1962,4,French Grand Prix,1962-07-08,Rouen-Les-Essarts,France,Rouen,49.3306,1.00458
1962,5,British Grand Prix,1962-07-21,Aintree,UK,Liverpool,53.4769,-2.94056
1962,6,German Grand Prix,1962-08-05,Nürburgring,Germany,Nürburg,50.3356,6.9475
1962,7,Italian Grand Prix,1962-09-16,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1962,8,United States Grand Prix,1962-10-07,Watkins Glen,USA,New York State,42.3369,-76.9272
1962,9,South African Grand Prix,1962-12-29,Prince George Circuit,South Africa,Eastern Cape Province,-33.0486,27.8736
1963,1,Monaco Grand Prix,1963-05-26,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1963,2,Belgian Grand Prix,1963-06-09,Circuit de Spa-Francorchamps,Belgium,Spa,50.4372,5.97139
1963,3,Dutch Grand Prix,1963-06-23,Circuit Park Zandvoort,Netherlands,Zandvoort,52.3888,4.54092
1963,4,French Grand Prix,1963-06-30,Reims-Gueux,France,Reims,49.2542,3.93083
1963,5,British Grand Prix,1963-07-20,Silverstone Circuit,UK,Silverstone,52.0786,-1.01694
1963,6,German Grand Prix,1963-08-04,Nürburgring,Germany,Nürburg,50.3356,6.9475
1963,7,Italian Grand Prix,1963-09-08,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1963,8,United States Grand Prix,1963-10-06,Watkins Glen,USA,New York State,42.3369,-76.9272
1963,9,Mexican Grand Prix,1963-10-27,Autódromo Hermanos Rodríguez,Mexico,Mexico City,19.4042,-99.0907
1963,10,South African Grand Prix,1963-12-28,Prince George Circuit,South Africa,Eastern Cape Province,-33.0486,27.8736
1964,1,Monaco Grand Prix,1964-05-10,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1964,2,Dutch Grand Prix,1964-05-24,Circuit Park Zandvoort,Netherlands,Zandvoort,52.3888,4.54092
1964,3,Belgian Grand Prix,1964-06-14,Circuit de Spa-Francorchamps,Belgium,Spa,50.4372,5.97139
1964,4,French Grand Prix,1964-06-28,Rouen-Les-Essarts,France,Rouen,49.3306,1.00458
1964,5,British Grand Prix,1964-07-11,Brands Hatch,UK,Kent,51.3569,0.263056
1964,6,German Grand Prix,1964-08-02,Nürburgring,Germany,Nürburg,50.3356,6.9475
1964,7,Austrian Grand Prix,1964-08-23,Zeltweg,Austria,Styria,47.2039,14.7478
1964,8,Italian Grand Prix,1964-09-06,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1964,9,United States Grand Prix,1964-10-04,Watkins Glen,USA,New York State,42.3369,-76.9272
1964,10,Mexican Grand Prix,1964-10-25,Autódromo Hermanos Rodríguez,Mexico,Mexico City,19.4042,-99.0907
1965,1,South African Grand Prix,1965-01-01,Prince George Circuit,South Africa,Eastern Cape Province,-33.0486,27.8736
1965,2,Monaco Grand Prix,1965-05-30,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1965,3,Belgian Grand Prix,1965-06-13,Circuit de Spa-Francorchamps,Belgium,Spa,50.4372,5.97139
1965,4,French Grand Prix,1965-06-27,Charade Circuit,France,Clermont-Ferrand,45.7472,3.03889
1965,5,British Grand Prix,1965-07-10,Silverstone Circuit,UK,Silverstone,52.0786,-1.01694
1965,6,Dutch Grand Prix,1965-07-18,Circuit Park Zandvoort,Netherlands,Zandvoort,52.3888,4.54092
1965,7,German Grand Prix,1965-08-01,Nürburgring,Germany,Nürburg,50.3356,6.9475
1965,8,Italian Grand Prix,1965-09-12,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1965,9,United States Grand Prix,1965-10-03,Watkins Glen,USA,New York State,42.3369,-76.9272
1965,10,Mexican Grand Prix,1965-10-24,Autódromo Hermanos Rodríguez,Mexico,Mexico City,19.4042,-99.0907
1966,1,Monaco Grand Prix,1966-05-22,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1966,2,Belgian Grand Prix,1966-06-12,Circuit de Spa-Francorchamps,Belgium,Spa,50.4372,5.97139
1966,3,French Grand Prix,1966-07-03,Reims-Gueux,France,Reims,49.2542,3.93083
1966,4,British Grand Prix,1966-07-16,Brands Hatch,UK,Kent,51.3569,0.263056
1966,5,Dutch Grand Prix,1966-07-24,Circuit Park Zandvoort,Netherlands,Zandvoort,52.3888,4.54092
1966,6,German Grand Prix,1966-08-07,Nürburgring,Germany,Nürburg,50.3356,6.9475
1966,7,Italian Grand Prix,1966-09-04,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1966,8,United States Grand Prix,1966-10-02,Watkins Glen,USA,New York State,42.3369,-76.9272
1966,9,Mexican Grand Prix,1966-10-23,Autódromo Hermanos Rodríguez,Mexico,Mexico City,19.4042,-99.0907
1967,1,South African Grand Prix,1967-01-02,Kyalami,South Africa,Midrand,-25.9894,28.0767
1967,2,Monaco Grand Prix,1967-05-07,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1967,3,Dutch Grand Prix,1967-06-04,Circuit Park Zandvoort,Netherlands,Zandvoort,52.3888,4.54092
1967,4,Belgian Grand Prix,1967-06-18,Circuit de Spa-Francorchamps,Belgium,Spa,50.4372,5.97139
1967,5,French Grand Prix,1967-07-02,Le Mans,France,Le Mans,47.95,0.224231
1967,6,British Grand Prix,1967-07-15,Silverstone Circuit,UK,Silverstone,52.0786,-1.01694
1967,7,German Grand Prix,1967-08-06,Nürburgring,Germany,Nürburg,50.3356,6.9475
1967,8,Canadian Grand Prix,1967-08-27,Mosport International Raceway,Canada,Ontario,44.0481,-78.6756
1967,9,Italian Grand Prix,1967-09-10,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1967,10,United States Grand Prix,1967-10-01,Watkins Glen,USA,New York State,42.3369,-76.9272
1967,11,Mexican Grand Prix,1967-10-22,Autódromo Hermanos Rodríguez,Mexico,Mexico City,19.4042,-99.0907
1968,1,South African Grand Prix,1968-01-01,Kyalami,South Africa,Midrand,-25.9894,28.0767
1968,2,Spanish Grand Prix,1968-05-12,Jarama,Spain,Madrid,40.6171,-3.58558
1968,3,Monaco Grand Prix,1968-05-26,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1968,4,Belgian Grand Prix,1968-06-09,Circuit de Spa-Francorchamps,Belgium,Spa,50.4372,5.97139
1968,5,Dutch Grand Prix,1968-06-23,Circuit Park Zandvoort,Netherlands,Zandvoort,52.3888,4.54092
1968,6,French Grand Prix,1968-07-07,Rouen-Les-Essarts,France,Rouen,49.3306,1.00458
1968,7,British Grand Prix,1968-07-20,Brands Hatch,UK,Kent,51.3569,0.263056
1968,8,German Grand Prix,1968-08-04,Nürburgring,Germany,Nürburg,50.3356,6.9475
1968,9,Italian Grand Prix,1968-09-08,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1968,10,Canadian Grand Prix,1968-09-22,Circuit Mont-Tremblant,Canada,Quebec,46.1877,-74.6099
1968,11,United States Grand Prix,1968-10-06,Watkins Glen,USA,New York State,42.3369,-76.9272
1968,12,Mexican Grand Prix,1968-11-03,Autódromo Hermanos Rodríguez,Mexico,Mexico City,19.4042,-99.0907
1969,1,South African Grand Prix,1969-03-01,Kyalami,South Africa,Midrand,-25.9894,28.0767
1969,2,Spanish Grand Prix,1969-05-04,Montjuïc,Spain,Barcelona,41.3664,2.15167
1969,3,Monaco Grand Prix,1969-05-18,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1969,4,Dutch Grand Prix,1969-06-21,Circuit Park Zandvoort,Netherlands,Zandvoort,52.3888,4.54092
1969,5,French Grand Prix,1969-07-06,Charade Circuit,France,Clermont-Ferrand,45.7472,3.03889
1969,6,British Grand Prix,1969-07-19,Silverstone Circuit,UK,Silverstone,52.0786,-1.01694
1969,7,German Grand Prix,1969-08-03,Nürburgring,Germany,Nürburg,50.3356,6.9475
1969,8,Italian Grand Prix,1969-09-07,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1969,9,Canadian Grand Prix,1969-09-20,Mosport International Raceway,Canada,Ontario,44.0481,-78.6756
1969,10,United States Grand Prix,1969-10-05,Watkins Glen,USA,New York State,42.3369,-76.9272
1969,11,Mexican Grand Prix,1969-10-19,Autódromo Hermanos Rodríguez,Mexico,Mexico City,19.4042,-99.0907
1970,1,South African Grand Prix,1970-03-07,Kyalami,South Africa,Midrand,-25.9894,28.0767
1970,2,Spanish Grand Prix,1970-04-19,Jarama,Spain,Madrid,40.6171,-3.58558
1970,3,Monaco Grand Prix,1970-05-10,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1970,4,Belgian Grand Prix,1970-06-07,Circuit de Spa-Francorchamps,Belgium,Spa,50.4372,5.97139
1970,5,Dutch Grand Prix,1970-06-21,Circuit Park Zandvoort,Netherlands,Zandvoort,52.3888,4.54092
1970,6,French Grand Prix,1970-07-05,Charade Circuit,France,Clermont-Ferrand,45.7472,3.03889
1970,7,British Grand Prix,1970-07-18,Brands Hatch,UK,Kent,51.3569,0.263056
1970,8,German Grand Prix,1970-08-02,Hockenheimring,Germany,Hockenheim,49.3278,8.56583
1970,9,Austrian Grand Prix,1970-08-16,Red Bull Ring,Austria,Spielberg,47.2197,14.7647
1970,10,Italian Grand Prix,1970-09-06,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1970,11,Canadian Grand Prix,1970-09-20,Circuit Mont-Tremblant,Canada,Quebec,46.1877,-74.6099
1970,12,United States Grand Prix,1970-10-04,Watkins Glen,USA,New York State,42.3369,-76.9272
1970,13,Mexican Grand Prix,1970-10-25,Autódromo Hermanos Rodríguez,Mexico,Mexico City,19.4042,-99.0907
1971,1,South African Grand Prix,1971-03-06,Kyalami,South Africa,Midrand,-25.9894,28.0767
1971,2,Spanish Grand Prix,1971-04-18,Montjuïc,Spain,Barcelona,41.3664,2.15167
1971,3,Monaco Grand Prix,1971-05-23,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1971,4,Dutch Grand Prix,1971-06-20,Circuit Park Zandvoort,Netherlands,Zandvoort,52.3888,4.54092
1971,5,French Grand Prix,1971-07-04,Circuit Paul Ricard,France,Le Castellet,43.2506,5.79167
1971,6,British Grand Prix,1971-07-17,Silverstone Circuit,UK,Silverstone,52.0786,-1.01694
1971,7,German Grand Prix,1971-08-01,Nürburgring,Germany,Nürburg,50.3356,6.9475
1971,8,Austrian Grand Prix,1971-08-15,Red Bull Ring,Austria,Spielberg,47.2197,14.7647
1971,9,Italian Grand Prix,1971-09-05,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1971,10,Canadian Grand Prix,1971-09-19,Mosport International Raceway,Canada,Ontario,44.0481,-78.6756
1971,11,United States Grand Prix,1971-10-03,Watkins Glen,USA,New York State,42.3369,-76.9272
1972,1,Argentine Grand Prix,1972-01-23,Autódromo Juan y Oscar Gálvez,Argentina,Buenos Aires,-34.6943,-58.4593
1972,2,South African Grand Prix,1972-03-04,Kyalami,South Africa,Midrand,-25.9894,28.0767
1972,3,Spanish Grand Prix,1972-05-01,Jarama,Spain,Madrid,40.6171,-3.58558
1972,4,Monaco Grand Prix,1972-05-14,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1972,5,Belgian Grand Prix,1972-06-04,Nivelles-Baulers,Belgium,Brussels,50.6211,4.32694
1972,6,French Grand Prix,1972-07-02,Charade Circuit,France,Clermont-Ferrand,45.7472,3.03889
1972,7,British Grand Prix,1972-07-15,Brands Hatch,UK,Kent,51.3569,0.263056
1972,8,German Grand Prix,1972-07-30,Nürburgring,Germany,Nürburg,50.3356,6.9475
1972,9,Austrian Grand Prix,1972-08-13,Red Bull Ring,Austria,Spielberg,47.2197,14.7647
1972,10,Italian Grand Prix,1972-09-10,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1972,11,Canadian Grand Prix,1972-09-24,Mosport International Raceway,Canada,Ontario,44.0481,-78.6756
1972,12,United States Grand Prix,1972-10-08,Watkins Glen,USA,New York State,42.3369,-76.9272
1973,1,Argentine Grand Prix,1973-01-28,Autódromo Juan y Oscar Gálvez,Argentina,Buenos Aires,-34.6943,-58.4593
1973,2,Brazilian Grand Prix,1973-02-11,Autódromo José Carlos Pace,Brazil,São Paulo,-23.7036,-46.6997
1973,3,South African Grand Prix,1973-03-03,Kyalami,South Africa,Midrand,-25.9894,28.0767
1973,4,Spanish Grand Prix,1973-04-29,Montjuïc,Spain,Barcelona,41.3664,2.15167
1973,5,Belgian Grand Prix,1973-05-20,Zolder,Belgium,Heusden-Zolder,50.9894,5.25694
1973,6,Monaco Grand Prix,1973-06-03,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1973,7,Swedish Grand Prix,1973-06-17,Scandinavian Raceway,Sweden,Anderstorp,57.2653,13.6042
1973,8,French Grand Prix,1973-07-01,Circuit Paul Ricard,France,Le Castellet,43.2506,5.79167
1973,9,British Grand Prix,1973-07-14,Silverstone Circuit,UK,Silverstone,52.0786,-1.01694
1973,10,Dutch Grand Prix,1973-07-29,Circuit Park Zandvoort,Netherlands,Zandvoort,52.3888,4.54092
1973,11,German Grand Prix,1973-08-05,Nürburgring,Germany,Nürburg,50.3356,6.9475
1973,12,Austrian Grand Prix,1973-08-19,Red Bull Ring,Austria,Spielberg,47.2197,14.7647
1973,13,Italian Grand Prix,1973-09-09,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1973,14,Canadian Grand Prix,1973-09-23,Mosport International Raceway,Canada,Ontario,44.0481,-78.6756
1973,15,United States Grand Prix,1973-10-07,Watkins Glen,USA,New York State,42.3369,-76.9272
1974,1,Argentine Grand Prix,1974-01-13,Autódromo Juan y Oscar Gálvez,Argentina,Buenos Aires,-34.6943,-58.4593
1974,2,Brazilian Grand Prix,1974-01-27,Autódromo José Carlos Pace,Brazil,São Paulo,-23.7036,-46.6997
1974,3,South African Grand Prix,1974-03-30,Kyalami,South Africa,Midrand,-25.9894,28.0767
1974,4,Spanish Grand Prix,1974-04-28,Jarama,Spain,Madrid,40.6171,-3.58558
1974,5,Belgian Grand Prix,1974-05-12,Nivelles-Baulers,Belgium,Brussels,50.6211,4.32694
1974,6,Monaco Grand Prix,1974-05-26,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1974,7,Swedish Grand Prix,1974-06-09,Scandinavian Raceway,Sweden,Anderstorp,57.2653,13.6042
1974,8,Dutch Grand Prix,1974-06-23,Circuit Park Zandvoort,Netherlands,Zandvoort,52.3888,4.54092
1974,9,French Grand Prix,1974-07-07,Dijon-Prenois,France,Dijon,47.3625,4.89913
1974,10,British Grand Prix,1974-07-20,Brands Hatch,UK,Kent,51.3569,0.263056
1974,11,German Grand Prix,1974-08-04,Nürburgring,Germany,Nürburg,50.3356,6.9475
1974,12,Austrian Grand Prix,1974-08-18,Red Bull Ring,Austria,Spielberg,47.2197,14.7647
1974,13,Italian Grand Prix,1974-09-08,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1974,14,Canadian Grand Prix,1974-09-22,Mosport International Raceway,Canada,Ontario,44.0481,-78.6756
1974,15,United States Grand Prix,1974-10-06,Watkins Glen,USA,New York State,42.3369,-76.9272
1975,1,Argentine Grand Prix,1975-01-12,Autódromo Juan y Oscar Gálvez,Argentina,Buenos Aires,-34.6943,-58.4593
1975,2,Brazilian Grand Prix,1975-01-26,Autódromo José Carlos Pace,Brazil,São Paulo,-23.7036,-46.6997
1975,3,South African Grand Prix,1975-03-01,Kyalami,South Africa,Midrand,-25.9894,28.0767
1975,4,Spanish Grand Prix,1975-04-27,Montjuïc,Spain,Barcelona,41.3664,2.15167
1975,5,Monaco Grand Prix,1975-05-11,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1975,6,Belgian Grand Prix,1975-05-25,Zolder,Belgium,Heusden-Zolder,50.9894,5.25694
1975,7,Swedish Grand Prix,1975-06-08,Scandinavian Raceway,Sweden,Anderstorp,57.2653,13.6042
1975,8,Dutch Grand Prix,1975-06-22,Circuit Park Zandvoort,Netherlands,Zandvoort,52.3888,4.54092
1975,9,French Grand Prix,1975-07-06,Circuit Paul Ricard,France,Le Castellet,43.2506,5.79167
1975,10,British Grand Prix,1975-07-19,Silverstone Circuit,UK,Silverstone,52.0786,-1.01694
1975,11,German Grand Prix,1975-08-03,Nürburgring,Germany,Nürburg,50.3356,6.9475
1975,12,Austrian Grand Prix,1975-08-17,Red Bull Ring,Austria,Spielberg,47.2197,14.7647
1975,13,Italian Grand Prix,1975-09-07,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1975,14,United States Grand Prix,1975-10-05,Watkins Glen,USA,New York State,42.3369,-76.9272
1976,1,Brazilian Grand Prix,1976-01-25,Autódromo José Carlos Pace,Brazil,São Paulo,-23.7036,-46.6997
1976,2,South African Grand Prix,1976-03-06,Kyalami,South Africa,Midrand,-25.9894,28.0767
1976,3,United States Grand Prix West,1976-03-28,Long Beach,USA,California,33.7651,-118.189
1976,4,Spanish Grand Prix,1976-05-02,Jarama,Spain,Madrid,40.6171,-3.58558
1976,5,Belgian Grand Prix,1976-05-16,Zolder,Belgium,Heusden-Zolder,50.9894,5.25694
1976,6,Monaco Grand Prix,1976-05-30,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1976,7,Swedish Grand Prix,1976-06-13,Scandinavian Raceway,Sweden,Anderstorp,57.2653,13.6042
1976,8,French Grand Prix,1976-07-04,Circuit Paul Ricard,France,Le Castellet,43.2506,5.79167
1976,9,British Grand Prix,1976-07-18,Brands Hatch,UK,Kent,51.3569,0.263056
1976,10,German Grand Prix,1976-08-01,Nürburgring,Germany,Nürburg,50.3356,6.9475
1976,11,Austrian Grand Prix,1976-08-15,Red Bull Ring,Austria,Spielberg,47.2197,14.7647
1976,12,Dutch Grand Prix,1976-08-29,Circuit Park Zandvoort,Netherlands,Zandvoort,52.3888,4.54092
1976,13,Italian Grand Prix,1976-09-12,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1976,14,Canadian Grand Prix,1976-10-03,Mosport International Raceway,Canada,Ontario,44.0481,-78.6756
1976,15,United States Grand Prix,1976-10-10,Watkins Glen,USA,New York State,42.3369,-76.9272
1976,16,Japanese Grand Prix,1976-10-24,Fuji Speedway,Japan,Oyama,35.3717,138.927
1977,1,Argentine Grand Prix,1977-01-09,Autódromo Juan y Oscar Gálvez,Argentina,Buenos Aires,-34.6943,-58.4593
1977,2,Brazilian Grand Prix,1977-01-23,Autódromo José Carlos Pace,Brazil,São Paulo,-23.7036,-46.6997
1977,3,South African Grand Prix,1977-03-05,Kyalami,South Africa,Midrand,-25.9894,28.0767
1977,4,United States Grand Prix West,1977-04-03,Long Beach,USA,California,33.7651,-118.189
1977,5,Spanish Grand Prix,1977-05-08,Jarama,Spain,Madrid,40.6171,-3.58558
1977,6,Monaco Grand Prix,1977-05-22,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1977,7,Belgian Grand Prix,1977-06-05,Zolder,Belgium,Heusden-Zolder,50.9894,5.25694
1977,8,Swedish Grand Prix,1977-06-19,Scandinavian Raceway,Sweden,Anderstorp,57.2653,13.6042
1977,9,French Grand Prix,1977-07-03,Dijon-Prenois,France,Dijon,47.3625,4.89913
1977,10,British Grand Prix,1977-07-16,Silverstone Circuit,UK,Silverstone,52.0786,-1.01694
1977,11,German Grand Prix,1977-07-31,Hockenheimring,Germany,Hockenheim,49.3278,8.56583
1977,12,Austrian Grand Prix,1977-08-14,Red Bull Ring,Austria,Spielberg,47.2197,14.7647
1977,13,Dutch Grand Prix,1977-08-28,Circuit Park Zandvoort,Netherlands,Zandvoort,52.3888,4.54092
1977,14,Italian Grand Prix,1977-09-11,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1977,15,United States Grand Prix,1977-10-02,Watkins Glen,USA,New York State,42.3369,-76.9272
1977,16,Canadian Grand Prix,1977-10-09,Mosport International Raceway,Canada,Ontario,44.0481,-78.6756
1977,17,Japanese Grand Prix,1977-10-23,Fuji Speedway,Japan,Oyama,35.3717,138.927
1978,1,Argentine Grand Prix,1978-01-15,Autódromo Juan y Oscar Gálvez,Argentina,Buenos Aires,-34.6943,-58.4593
1978,2,Brazilian Grand Prix,1978-01-29,Autódromo Internacional Nelson Piquet,Brazil,Rio de Janeiro,-22.9756,-43.395
1978,3,South African Grand Prix,1978-03-04,Kyalami,South Africa,Midrand,-25.9894,28.0767
1978,4,United States Grand Prix West,1978-04-02,Long Beach,USA,California,33.7651,-118.189
1978,5,Monaco Grand Prix,1978-05-07,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1978,6,Belgian Grand Prix,1978-05-21,Zolder,Belgium,Heusden-Zolder,50.9894,5.25694
1978,7,Spanish Grand Prix,1978-06-04,Jarama,Spain,Madrid,40.6171,-3.58558
1978,8,Swedish Grand Prix,1978-06-17,Scandinavian Raceway,Sweden,Anderstorp,57.2653,13.6042
1978,9,French Grand Prix,1978-07-02,Circuit Paul Ricard,France,Le Castellet,43.2506,5.79167
1978,10,British Grand Prix,1978-07-16,Brands Hatch,UK,Kent,51.3569,0.263056
1978,11,German Grand Prix,1978-07-30,Hockenheimring,Germany,Hockenheim,49.3278,8.56583
1978,12,Austrian Grand Prix,1978-08-13,Red Bull Ring,Austria,Spielberg,47.2197,14.7647
1978,13,Dutch Grand Prix,1978-08-27,Circuit Park Zandvoort,Netherlands,Zandvoort,52.3888,4.54092
1978,14,Italian Grand Prix,1978-09-10,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1978,15,United States Grand Prix,1978-10-01,Watkins Glen,USA,New York State,42.3369,-76.9272
1978,16,Canadian Grand Prix,1978-10-08,Circuit Gilles Villeneuve,Canada,Montreal,45.5,-73.5228
1979,1,Argentine Grand Prix,1979-01-21,Autódromo Juan y Oscar Gálvez,Argentina,Buenos Aires,-34.6943,-58.4593
1979,2,Brazilian Grand Prix,1979-02-04,Autódromo José Carlos Pace,Brazil,São Paulo,-23.7036,-46.6997
1979,3,South African Grand Prix,1979-03-03,Kyalami,South Africa,Midrand,-25.9894,28.0767
1979,4,United States Grand Prix West,1979-04-08,Long Beach,USA,California,33.7651,-118.189
1979,5,Spanish Grand Prix,1979-04-29,Jarama,Spain,Madrid,40.6171,-3.58558
1979,6,Belgian Grand Prix,1979-05-13,Zolder,Belgium,Heusden-Zolder,50.9894,5.25694
1979,7,Monaco Grand Prix,1979-05-27,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1979,8,French Grand Prix,1979-07-01,Dijon-Prenois,France,Dijon,47.3625,4.89913
1979,9,British Grand Prix,1979-07-14,Silverstone Circuit,UK,Silverstone,52.0786,-1.01694
1979,10,German Grand Prix,1979-07-29,Hockenheimring,Germany,Hockenheim,49.3278,8.56583
1979,11,Austrian Grand Prix,1979-08-12,Red Bull Ring,Austria,Spielberg,47.2197,14.7647
1979,12,Dutch Grand Prix,1979-08-26,Circuit Park Zandvoort,Netherlands,Zandvoort,52.3888,4.54092
1979,13,Italian Grand Prix,1979-09-09,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1979,14,Canadian Grand Prix,1979-09-30,Circuit Gilles Villeneuve,Canada,Montreal,45.5,-73.5228
1979,15,United States Grand Prix,1979-10-07,Watkins Glen,USA,New York State,42.3369,-76.9272
1980,1,Argentine Grand Prix,1980-01-13,Autódromo Juan y Oscar Gálvez,Argentina,Buenos Aires,-34.6943,-58.4593
1980,2,Brazilian Grand Prix,1980-01-27,Autódromo José Carlos Pace,Brazil,São Paulo,-23.7036,-46.6997
1980,3,South African Grand Prix,1980-03-01,Kyalami,South Africa,Midrand,-25.9894,28.0767
1980,4,United States Grand Prix West,1980-03-30,Long Beach,USA,California,33.7651,-118.189
1980,5,Belgian Grand Prix,1980-05-04,Zolder,Belgium,Heusden-Zolder,50.9894,5.25694
1980,6,Monaco Grand Prix,1980-05-18,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1980,7,French Grand Prix,1980-06-29,Circuit Paul Ricard,France,Le Castellet,43.2506,5.79167
1980,8,British Grand Prix,1980-07-13,Brands Hatch,UK,Kent,51.3569,0.263056
1980,9,German Grand Prix,1980-08-10,Hockenheimring,Germany,Hockenheim,49.3278,8.56583
1980,10,Austrian Grand Prix,1980-08-17,Red Bull Ring,Austria,Spielberg,47.2197,14.7647
1980,11,Dutch Grand Prix,1980-08-31,Circuit Park Zandvoort,Netherlands,Zandvoort,52.3888,4.54092
1980,12,Italian Grand Prix,1980-09-14,Autodromo Enzo e Dino Ferrari,Italy,Imola,44.3439,11.7167
1980,13,Canadian Grand Prix,1980-09-28,Circuit Gilles Villeneuve,Canada,Montreal,45.5,-73.5228
1980,14,United States Grand Prix,1980-10-05,Watkins Glen,USA,New York State,42.3369,-76.9272
1981,1,United States Grand Prix West,1981-03-15,Long Beach,USA,California,33.7651,-118.189
1981,2,Brazilian Grand Prix,1981-03-29,Autódromo Internacional Nelson Piquet,Brazil,Rio de Janeiro,-22.9756,-43.395
1981,3,Argentine Grand Prix,1981-04-12,Autódromo Juan y Oscar Gálvez,Argentina,Buenos Aires,-34.6943,-58.4593
1981,4,San Marino Grand Prix,1981-05-03,Autodromo Enzo e Dino Ferrari,Italy,Imola,44.3439,11.7167
1981,5,Belgian Grand Prix,1981-05-17,Zolder,Belgium,Heusden-Zolder,50.9894,5.25694
1981,6,Monaco Grand Prix,1981-05-31,Circuit de Monaco,Monaco,Monte-Carlo,43.7347,7.42056
1981,7,Spanish Grand Prix,1981-06-21,Jarama,Spain,Madrid,40.6171,-3.58558
1981,8,French Grand Prix,1981-07-05,Dijon-Prenois,France,Dijon,47.3625,4.89913
1981,9,British Grand Prix,1981-07-18,Silverstone Circuit,UK,Silverstone,52.0786,-1.01694
1981,10,German Grand Prix,1981-08-02,Hockenheimring,Germany,Hockenheim,49.3278,8.56583
1981,11,Austrian Grand Prix,1981-08-16,Red Bull Ring,Austria,Spielberg,47.2197,14.7647
1981,12,Dutch Grand Prix,1981-08-30,Circuit Park Zandvoort,Netherlands,Zandvoort,52.3888,4.54092
1981,13,Italian Grand Prix,1981-09-13,Autodromo Nazionale di Monza,Italy,Monza,45.6156,9.28111
1981,14,Canadian Grand Prix,1981-09-27,Circuit Gilles Villeneuve,Canada,Montreal,45.5,-73.5228
